"StageName","StageType","Result","Resource Start","Direction","Name","Field","Row","Type","Value"
,,,,IN,"Input Collection","Loan Amount","7","Text","?4,499.49"
,,,,IN,"Input Collection","Loan Request Date","7","Text","27-Nov-24"
,,,,IN,"Input Collection","Loan Term","7","Text","10"
,,,,IN,"Input Collection","Loan Approved","7","Text",""
,,,,IN,"Input Collection","APR %","7","Text",""
,,,,IN,"Input Collection","Loan ID","7","Text",""
,,,,IN,"Input Collection","loan info","7","Text","9 - is not a valid loan term, selected - 10"
,,,,IN,"Input Collection","Full Data","7","Text","True"
,,,,IN,"Input Collection","User Index","7","Number","6"
,,,,IN,"Input Collection","File Name","7","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","8","Text","Stacy Barrera"
,,,,IN,"Input Collection","Email","8","Text","eu.odio@google.couk"
,,,,IN,"Input Collection","Age","8","Text","44"
,,,,IN,"Input Collection","Annual Income","8","Text","?39 ,760"
,,,,IN,"Input Collection","Loan Amount","8","Text","?1,834.04"
,,,,IN,"Input Collection","Loan Request Date","8","Text","16-Dec-24"
,,,,IN,"Input Collection","Loan Term","8","Text","10"
,,,,IN,"Input Collection","Loan Approved","8","Text",""
,,,,IN,"Input Collection","APR %","8","Text",""
,,,,IN,"Input Collection","Loan ID","8","Text",""
,,,,IN,"Input Collection","loan info","8","Text","9 - is not a valid loan term, selected - 10"
,,,,IN,"Input Collection","Full Data","8","Text","True"
,,,,IN,"Input Collection","User Index","8","Number","7"
,,,,IN,"Input Collection","File Name","8","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","9","Text","Holmes Morin"
,,,,IN,"Input Collection","Email","9","Text","cras.dolor@protonmail.com"
,,,,IN,"Input Collection","Age","9","Text","22"
,,,,IN,"Input Collection","Annual Income","9","Text","?63 ,651"
,,,,IN,"Input Collection","Loan Amount","9","Text","?9,620.30"
,,,,IN,"Input Collection","Loan Request Date","9","Text","27-Jul-24"
,,,,IN,"Input Collection","Loan Term","9","Text","10"
,,,,IN,"Input Collection","Loan Approved","9","Text",""
,,,,IN,"Input Collection","APR %","9","Text",""
,,,,IN,"Input Collection","Loan ID","9","Text",""
,,,,IN,"Input Collection","loan info","9","Text","9 - is not a valid loan term, selected - 10"
,,,,IN,"Input Collection","Full Data","9","Text","True"
,,,,IN,"Input Collection","User Index","9","Number","8"
,,,,IN,"Input Collection","File Name","9","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","10","Text","Lester Solis"
,,,,IN,"Input Collection","Email","10","Text","elit.dictum.eu@hotmail.edu"
,,,,IN,"Input Collection","Age","10","Text","96"
,,,,IN,"Input Collection","Annual Income","10","Text","?79 ,849"
,,,,IN,"Input Collection","Loan Amount","10","Text","?5,366.25"
,,,,IN,"Input Collection","Loan Request Date","10","Text","17-Nov-23"
,,,,IN,"Input Collection","Loan Term","10","Text","3"
,,,,IN,"Input Collection","Loan Approved","10","Text",""
,,,,IN,"Input Collection","APR %","10","Text",""
,,,,IN,"Input Collection","Loan ID","10","Text",""
,,,,IN,"Input Collection","loan info","10","Text",""
,,,,IN,"Input Collection","Full Data","10","Text","True"
,,,,IN,"Input Collection","User Index","10","Number","9"
,,,,IN,"Input Collection","File Name","10","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","11","Text","Brock Mcfadden"
,,,,IN,"Input Collection","Email","11","Text","sed@hotmail.com"
,,,,IN,"Input Collection","Age","11","Text","49"
,,,,IN,"Input Collection","Annual Income","11","Text","?28 ,679"
,,,,IN,"Input Collection","Loan Amount","11","Text","?176.95"
,,,,IN,"Input Collection","Loan Request Date","11","Text","24-Mar-24"
,,,,IN,"Input Collection","Loan Term","11","Text","3"
,,,,IN,"Input Collection","Loan Approved","11","Text",""
,,,,IN,"Input Collection","APR %","11","Text",""
,,,,IN,"Input Collection","Loan ID","11","Text",""
,,,,IN,"Input Collection","loan info","11","Text",""
,,,,IN,"Input Collection","Full Data","11","Text","True"
,,,,IN,"Input Collection","User Index","11","Number","10"
,,,,IN,"Input Collection","File Name","11","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","12","Text","Imelda Garcia"
,,,,IN,"Input Collection","Email","12","Text","sed.orci.lobortis@protonmail.edu"
,,,,IN,"Input Collection","Age","12","Text","84"
,,,,IN,"Input Collection","Annual Income","12","Text","?5 ,528"
,,,,IN,"Input Collection","Loan Amount","12","Text","?9,212.86"
,,,,IN,"Input Collection","Loan Request Date","12","Text","2-Sep-24"
,,,,IN,"Input Collection","Loan Term","12","Text","3"
,,,,IN,"Input Collection","Loan Approved","12","Text",""
,,,,IN,"Input Collection","APR %","12","Text",""
,,,,IN,"Input Collection","Loan ID","12","Text",""
,,,,IN,"Input Collection","loan info","12","Text",""
,,,,IN,"Input Collection","Full Data","12","Text","True"
,,,,IN,"Input Collection","User Index","12","Number","11"
,,,,IN,"Input Collection","File Name","12","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","13","Text","Janna Watts"
,,,,IN,"Input Collection","Email","13","Text","orci.ut.semper@protonmail.edu"
,,,,IN,"Input Collection","Age","13","Text","98"
,,,,IN,"Input Collection","Annual Income","13","Text","?86 ,907"
,,,,IN,"Input Collection","Loan Amount","13","Text","?8,946.91"
,,,,IN,"Input Collection","Loan Request Date","13","Text","2-Sep-24"
,,,,IN,"Input Collection","Loan Term","13","Text","3"
,,,,IN,"Input Collection","Loan Approved","13","Text",""
,,,,IN,"Input Collection","APR %","13","Text",""
,,,,IN,"Input Collection","Loan ID","13","Text",""
,,,,IN,"Input Collection","loan info","13","Text",""
,,,,IN,"Input Collection","Full Data","13","Text","True"
,,,,IN,"Input Collection","User Index","13","Number","12"
,,,,IN,"Input Collection","File Name","13","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","14","Text","Davis Neal"
,,,,IN,"Input Collection","Email","14","Text","vestibulum@protonmail.couk"
,,,,IN,"Input Collection","Age","14","Text","27"
,,,,IN,"Input Collection","Annual Income","14","Text","?40 ,880"
,,,,IN,"Input Collection","Loan Amount","14","Text","?446.09"
,,,,IN,"Input Collection","Loan Request Date","14","Text","10-Sep-23"
,,,,IN,"Input Collection","Loan Term","14","Text","3"
,,,,IN,"Input Collection","Loan Approved","14","Text",""
,,,,IN,"Input Collection","APR %","14","Text",""
,,,,IN,"Input Collection","Loan ID","14","Text",""
,,,,IN,"Input Collection","loan info","14","Text",""
,,,,IN,"Input Collection","Full Data","14","Text","True"
,,,,IN,"Input Collection","User Index","14","Number","13"
,,,,IN,"Input Collection","File Name","14","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","15","Text","Martha Farrell"
,,,,IN,"Input Collection","Email","15","Text","id.magna@protonmail.net"
,,,,IN,"Input Collection","Age","15","Text","98"
,,,,IN,"Input Collection","Annual Income","15","Text","?85 ,421"
,,,,IN,"Input Collection","Loan Amount","15","Text","?7,528.40"
,,,,IN,"Input Collection","Loan Request Date","15","Text","1-Jan-25"
,,,,IN,"Input Collection","Loan Term","15","Text","3"
,,,,IN,"Input Collection","Loan Approved","15","Text",""
,,,,IN,"Input Collection","APR %","15","Text",""
,,,,IN,"Input Collection","Loan ID","15","Text",""
,,,,IN,"Input Collection","loan info","15","Text",""
,,,,IN,"Input Collection","Full Data","15","Text","True"
,,,,IN,"Input Collection","User Index","15","Number","14"
,,,,IN,"Input Collection","File Name","15","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","16","Text","Dale Patton"
,,,,IN,"Input Collection","Email","16","Text","fringilla.euismod.enim@yahoo.com"
,,,,IN,"Input Collection","Age","16","Text","21"
,,,,IN,"Input Collection","Annual Income","16","Text","?31 ,603"
,,,,IN,"Input Collection","Loan Amount","16","Text","?8,550.12"
,,,,IN,"Input Collection","Loan Request Date","16","Text","5-May-24"
,,,,IN,"Input Collection","Loan Term","16","Text","3"
,,,,IN,"Input Collection","Loan Approved","16","Text",""
,,,,IN,"Input Collection","APR %","16","Text",""
,,,,IN,"Input Collection","Loan ID","16","Text",""
,,,,IN,"Input Collection","loan info","16","Text",""
,,,,IN,"Input Collection","Full Data","16","Text","True"
,,,,IN,"Input Collection","User Index","16","Number","15"
,,,,IN,"Input Collection","File Name","16","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","17","Text","Germaine Watkins"
,,,,IN,"Input Collection","Email","17","Text","cras.pellentesque@yahoo.org"
,,,,IN,"Input Collection","Age","17","Text","85"
,,,,IN,"Input Collection","Annual Income","17","Text","?26 ,265"
,,,,IN,"Input Collection","Loan Amount","17","Text","?7,419.89"
,,,,IN,"Input Collection","Loan Request Date","17","Text","27-Nov-23"
,,,,IN,"Input Collection","Loan Term","17","Text","10"
,,,,IN,"Input Collection","Loan Approved","17","Text",""
,,,,IN,"Input Collection","APR %","17","Text",""
,,,,IN,"Input Collection","Loan ID","17","Text",""
,,,,IN,"Input Collection","loan info","17","Text",""
,,,,IN,"Input Collection","Full Data","17","Text","True"
,,,,IN,"Input Collection","User Index","17","Number","16"
,,,,IN,"Input Collection","File Name","17","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","18","Text","Carolyn Vang"
,,,,IN,"Input Collection","Email","18","Text","ornare.sagittis@protonmail.com"
,,,,IN,"Input Collection","Age","18","Text","41"
,,,,IN,"Input Collection","Annual Income","18","Text","?45 ,642"
,,,,IN,"Input Collection","Loan Amount","18","Text","?9,818.42"
,,,,IN,"Input Collection","Loan Request Date","18","Text","2-Sep-24"
,,,,IN,"Input Collection","Loan Term","18","Text","10"
,,,,IN,"Input Collection","Loan Approved","18","Text",""
,,,,IN,"Input Collection","APR %","18","Text",""
,,,,IN,"Input Collection","Loan ID","18","Text",""
,,,,IN,"Input Collection","loan info","18","Text",""
,,,,IN,"Input Collection","Full Data","18","Text","True"
,,,,IN,"Input Collection","User Index","18","Number","17"
,,,,IN,"Input Collection","File Name","18","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","19","Text","Miriam Russell"
,,,,IN,"Input Collection","Email","19","Text","egestas.aliquam@hotmail.com"
,,,,IN,"Input Collection","Age","19","Text","67"
,,,,IN,"Input Collection","Annual Income","19","Text","?71 ,342"
,,,,IN,"Input Collection","Loan Amount","19","Text","?3,613.69"
,,,,IN,"Input Collection","Loan Request Date","19","Text","21-Aug-24"
,,,,IN,"Input Collection","Loan Term","19","Text","10"
,,,,IN,"Input Collection","Loan Approved","19","Text",""
,,,,IN,"Input Collection","APR %","19","Text",""
,,,,IN,"Input Collection","Loan ID","19","Text",""
,,,,IN,"Input Collection","loan info","19","Text",""
,,,,IN,"Input Collection","Full Data","19","Text","True"
,,,,IN,"Input Collection","User Index","19","Number","18"
,,,,IN,"Input Collection","File Name","19","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","20","Text","Gloria Quinn"
,,,,IN,"Input Collection","Email","20","Text","sagittis.nullam@hotmail.ca"
,,,,IN,"Input Collection","Age","20","Text","21"
,,,,IN,"Input Collection","Annual Income","20","Text","?326"
,,,,IN,"Input Collection","Loan Amount","20","Text","?191.16"
,,,,IN,"Input Collection","Loan Request Date","20","Text","20-Oct-24"
,,,,IN,"Input Collection","Loan Term","20","Text","10"
,,,,IN,"Input Collection","Loan Approved","20","Text",""
,,,,IN,"Input Collection","APR %","20","Text",""
,,,,IN,"Input Collection","Loan ID","20","Text",""
,,,,IN,"Input Collection","loan info","20","Text",""
,,,,IN,"Input Collection","Full Data","20","Text","True"
,,,,IN,"Input Collection","User Index","20","Number","19"
,,,,IN,"Input Collection","File Name","20","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","21","Text","Isabelle Sutton"
,,,,IN,"Input Collection","Email","21","Text","eros.non@outlook.ca"
,,,,IN,"Input Collection","Age","21","Text","40"
,,,,IN,"Input Collection","Annual Income","21","Text","?52 ,815"
,,,,IN,"Input Collection","Loan Amount","21","Text","?1,369.73"
,,,,IN,"Input Collection","Loan Request Date","21","Text","2-Aug-23"
,,,,IN,"Input Collection","Loan Term","21","Text","10"
,,,,IN,"Input Collection","Loan Approved","21","Text",""
,,,,IN,"Input Collection","APR %","21","Text",""
,,,,IN,"Input Collection","Loan ID","21","Text",""
,,,,IN,"Input Collection","loan info","21","Text",""
,,,,IN,"Input Collection","Full Data","21","Text","True"
,,,,IN,"Input Collection","User Index","21","Number","20"
,,,,IN,"Input Collection","File Name","21","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","22","Text","Jelani Campbell"
,,,,IN,"Input Collection","Email","22","Text","odio.semper.cursus@google.com"
,,,,IN,"Input Collection","Age","22","Text","28"
,,,,IN,"Input Collection","Annual Income","22","Text","?72 ,018"
,,,,IN,"Input Collection","Loan Amount","22","Text","?8,727.36"
,,,,IN,"Input Collection","Loan Request Date","22","Text","1-Dec-23"
,,,,IN,"Input Collection","Loan Term","22","Text","10"
,,,,IN,"Input Collection","Loan Approved","22","Text",""
,,,,IN,"Input Collection","APR %","22","Text",""
,,,,IN,"Input Collection","Loan ID","22","Text",""
,,,,IN,"Input Collection","loan info","22","Text",""
,,,,IN,"Input Collection","Full Data","22","Text","True"
,,,,IN,"Input Collection","User Index","22","Number","21"
,,,,IN,"Input Collection","File Name","22","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","23","Text","Brenden Hartman"
,,,,IN,"Input Collection","Email","23","Text","et.magnis@outlook.net"
,,,,IN,"Input Collection","Age","23","Text","21"
,,,,IN,"Input Collection","Annual Income","23","Text","?68 ,875"
,,,,IN,"Input Collection","Loan Amount","23","Text","?7,332.66"
,,,,IN,"Input Collection","Loan Request Date","23","Text","6-Sep-24"
,,,,IN,"Input Collection","Loan Term","23","Text","10"
,,,,IN,"Input Collection","Loan Approved","23","Text",""
,,,,IN,"Input Collection","APR %","23","Text",""
,,,,IN,"Input Collection","Loan ID","23","Text",""
,,,,IN,"Input Collection","loan info","23","Text",""
,,,,IN,"Input Collection","Full Data","23","Text","True"
,,,,IN,"Input Collection","User Index","23","Number","22"
,,,,IN,"Input Collection","File Name","23","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","24","Text","Reese Craig"
,,,,IN,"Input Collection","Email","24","Text","auctor@aol.edu"
,,,,IN,"Input Collection","Age","24","Text","74"
,,,,IN,"Input Collection","Annual Income","24","Text","?83 ,926"
,,,,IN,"Input Collection","Loan Amount","24","Text","?7,040.41"
,,,,IN,"Input Collection","Loan Request Date","24","Text","27-Aug-23"
,,,,IN,"Input Collection","Loan Term","24","Text","10"
,,,,IN,"Input Collection","Loan Approved","24","Text",""
,,,,IN,"Input Collection","APR %","24","Text",""
,,,,IN,"Input Collection","Loan ID","24","Text",""
,,,,IN,"Input Collection","loan info","24","Text",""
,,,,IN,"Input Collection","Full Data","24","Text","True"
,,,,IN,"Input Collection","User Index","24","Number","23"
,,,,IN,"Input Collection","File Name","24","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","Name","25","Text","Abraham Vinson"
,,,,IN,"Input Collection","Email","25","Text","curabitur.dictum@google.com"
,,,,IN,"Input Collection","Age","25","Text","47"
,,,,IN,"Input Collection","Annual Income","25","Text","?63 ,826"
,,,,IN,"Input Collection","Loan Amount","25","Text","?310.74"
,,,,IN,"Input Collection","Loan Request Date","25","Text","15-Sep-23"
,,,,IN,"Input Collection","Loan Term","25","Text","10"
,,,,IN,"Input Collection","Loan Approved","25","Text",""
,,,,IN,"Input Collection","APR %","25","Text",""
,,,,IN,"Input Collection","Loan ID","25","Text",""
,,,,IN,"Input Collection","loan info","25","Text",""
,,,,IN,"Input Collection","Full Data","25","Text","True"
,,,,IN,"Input Collection","User Index","25","Number","24"
,,,,IN,"Input Collection","File Name","25","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Email and Input File Name Collection","Sender Email","26","Text","fvtvlnight@gmail.com"
,,,,IN,"Email and Input File Name Collection","File Name","26","Text","UiBankLoanAppData_3.xlsx"
,,,,IN,"Email and Input File Name Collection","Sender Email","27","Text","fvtvlnight@gmail.com"
,,,,IN,"Email and Input File Name Collection","File Name","27","Text","UiBankLoanAppData_2.xlsx"
,,,,IN,"Email and Input File Name Collection","Sender Email","28","Text","fvtvlnight@gmail.com"
,,,,IN,"Email and Input File Name Collection","File Name","28","Text","UiBankLoanAppData.xlsx"
"Check Email","Decision","False","3/22/2024 11:08:53 AM"
"Check Email","Decision","False","3/22/2024 11:08:53 AM"
"Check Email","Decision","True","3/22/2024 11:08:53 AM"
"Input Collection Loop","Loop Start","1 of 25","3/22/2024 11:08:53 AM"
"Check Loan Term","Decision","True","3/22/2024 11:08:53 AM"
"Create Quote Case","Multiple Calculation",,"3/22/2024 11:08:53 AM"

,,,,OUT,"step1",,,"Text","Isabella Reyes"
,,,,OUT,"step2",,,"Text","nisi.dictum@outlook.ca"
,,,,OUT,"step3",,,"Text","51"
,,,,OUT,"step4",,,"Text","82058"
,,,,OUT,"step5",,,"Text","3616.41"
,,,,OUT,"step6",,,"Text","19-Jan-24"
,,,,OUT,"step7",,,"Text","3"
,,,,OUT,"step8",,,"Text",""
,,,,OUT,"step9",,,"Text",""
,,,,OUT,"step10",,,"Text",""
,,,,OUT,"step11",,,"Text",""
,,,,OUT,"step12",,,"Text","True"
,,,,OUT,"step13",,,"Number","0"
,,,,OUT,"step14",,,"Text","UiBankLoanAppData.xlsx"
,,,,OUT,"step15",,,"Text","Isabenisi.ppData.xlsx - 22.03.2024"
,,,,OUT,"step16",,,"Text","fvtvlnight@gmail.com"
"Is Item in queue already?","Action",,"3/22/2024 11:08:53 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Key",,,"Text","Isabenisi.ppData.xlsx - 22.03.2024"
,,,,IN,"Include Pending",,,"Flag","True"
,,,,IN,"Include Deferred",,,"Flag","True"
,,,,IN,"Include Completed",,,"Flag","True"
,,,,IN,"Include Terminated",,,"Flag","True"
,,,,OUT,"Result",,,"Flag","False"
,,,,OUT,"Item IDs",,,,
"In Queue?","Decision","False","3/22/2024 11:08:54 AM"
"Add to Queue","Action",,"3/22/2024 11:08:54 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Data",,,,
,,,,IN,"Tags",,,"Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","Name","1","Text","Isabella Reyes"
,,,,IN,"Data","Email","1","Text","nisi.dictum@outlook.ca"
,,,,IN,"Data","Age","1","Text","51"
,,,,IN,"Data","Annual Income","1","Text","82058"
,,,,IN,"Data","Loan Amount","1","Text","3616.41"
,,,,IN,"Data","Loan Request Date","1","Text","19-Jan-24"
,,,,IN,"Data","Loan Term","1","Text","3"
,,,,IN,"Data","Loan Approved","1","Text",""
,,,,IN,"Data","APR %","1","Text",""
,,,,IN,"Data","Loan ID","1","Text",""
,,,,IN,"Data","loan info","1","Text",""
,,,,IN,"Data","Full Data","1","Text","True"
,,,,IN,"Data","User Index","1","Number","0"
,,,,IN,"Data","File Name","1","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","ID","1","Text","Isabenisi.ppData.xlsx - 22.03.2024"
,,,,IN,"Data","Sender Email","1","Text","fvtvlnight@gmail.com"
,,,,OUT,"Item IDs",,,,
,,,,OUT,"Item IDs","Item ID","1","Text","bf3494e7-5ee3-49ac-8c06-712392a0392a"
"Input Collection Loop","Loop End","1 of 25","3/22/2024 11:08:56 AM"
"Check Loan Term","Decision","False","3/22/2024 11:08:56 AM"
"Create Quote Case","Multiple Calculation",,"3/22/2024 11:08:56 AM"

,,,,OUT,"step1",,,"Text","Fay Schultz"
,,,,OUT,"step2",,,"Text","eu@outlook.org"
,,,,OUT,"step3",,,"Text","71"
,,,,OUT,"step4",,,"Text","63579"
,,,,OUT,"step5",,,"Text","3991.56"
,,,,OUT,"step6",,,"Text","20-Aug-23"
,,,,OUT,"step7",,,"Text","10"
,,,,OUT,"step8",,,"Text",""
,,,,OUT,"step9",,,"Text",""
,,,,OUT,"step10",,,"Text",""
,,,,OUT,"step11",,,"Text","9 - is not a valid loan term, selected - 10"
,,,,OUT,"step12",,,"Text","True"
,,,,OUT,"step13",,,"Number","1"
,,,,OUT,"step14",,,"Text","UiBankLoanAppData.xlsx"
,,,,OUT,"step15",,,"Text","Fay Seu@ouppData.xlsx - 22.03.2024"
,,,,OUT,"step16",,,"Text","fvtvlnight@gmail.com"
"Is Item in queue already?","Action",,"3/22/2024 11:08:56 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Key",,,"Text","Fay Seu@ouppData.xlsx - 22.03.2024"
,,,,IN,"Include Pending",,,"Flag","True"
,,,,IN,"Include Deferred",,,"Flag","True"
,,,,IN,"Include Completed",,,"Flag","True"
,,,,IN,"Include Terminated",,,"Flag","True"
,,,,OUT,"Result",,,"Flag","False"
,,,,OUT,"Item IDs",,,,
"In Queue?","Decision","False","3/22/2024 11:08:56 AM"
"Add to Queue","Action",,"3/22/2024 11:08:56 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Data",,,,
,,,,IN,"Tags",,,"Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","Name","1","Text","Fay Schultz"
,,,,IN,"Data","Email","1","Text","eu@outlook.org"
,,,,IN,"Data","Age","1","Text","71"
,,,,IN,"Data","Annual Income","1","Text","63579"
,,,,IN,"Data","Loan Amount","1","Text","3991.56"
,,,,IN,"Data","Loan Request Date","1","Text","20-Aug-23"
,,,,IN,"Data","Loan Term","1","Text","10"
,,,,IN,"Data","Loan Approved","1","Text",""
,,,,IN,"Data","APR %","1","Text",""
,,,,IN,"Data","Loan ID","1","Text",""
,,,,IN,"Data","loan info","1","Text","9 - is not a valid loan term, selected - 10"
,,,,IN,"Data","Full Data","1","Text","True"
,,,,IN,"Data","User Index","1","Number","1"
,,,,IN,"Data","File Name","1","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","ID","1","Text","Fay Seu@ouppData.xlsx - 22.03.2024"
,,,,IN,"Data","Sender Email","1","Text","fvtvlnight@gmail.com"
,,,,OUT,"Item IDs",,,,
,,,,OUT,"Item IDs","Item ID","1","Text","356ca068-f47a-4039-826c-7d18d7ac4ca7"
"Input Collection Loop","Loop End","2 of 25","3/22/2024 11:08:56 AM"
"Check Loan Term","Decision","False","3/22/2024 11:08:56 AM"
"Create Quote Case","Multiple Calculation",,"3/22/2024 11:08:56 AM"

,,,,OUT,"step1",,,"Text","Kristen Skinner"
,,,,OUT,"step2",,,"Text","nostra@outlook.edu"
,,,,OUT,"step3",,,"Text","95"
,,,,OUT,"step4",,,"Text","91414"
,,,,OUT,"step5",,,"Text","302.94"
,,,,OUT,"step6",,,"Text","29-Dec-23"
,,,,OUT,"step7",,,"Text","10"
,,,,OUT,"step8",,,"Text",""
,,,,OUT,"step9",,,"Text",""
,,,,OUT,"step10",,,"Text",""
,,,,OUT,"step11",,,"Text","9 - is not a valid loan term, selected - 10"
,,,,OUT,"step12",,,"Text","True"
,,,,OUT,"step13",,,"Number","2"
,,,,OUT,"step14",,,"Text","UiBankLoanAppData.xlsx"
,,,,OUT,"step15",,,"Text","KristnostrppData.xlsx - 22.03.2024"
,,,,OUT,"step16",,,"Text","fvtvlnight@gmail.com"
"Is Item in queue already?","Action",,"3/22/2024 11:08:56 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Key",,,"Text","KristnostrppData.xlsx - 22.03.2024"
,,,,IN,"Include Pending",,,"Flag","True"
,,,,IN,"Include Deferred",,,"Flag","True"
,,,,IN,"Include Completed",,,"Flag","True"
,,,,IN,"Include Terminated",,,"Flag","True"
,,,,OUT,"Result",,,"Flag","False"
,,,,OUT,"Item IDs",,,,
"In Queue?","Decision","False","3/22/2024 11:08:57 AM"
"Add to Queue","Action",,"3/22/2024 11:08:57 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Data",,,,
,,,,IN,"Tags",,,"Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","Name","1","Text","Kristen Skinner"
,,,,IN,"Data","Email","1","Text","nostra@outlook.edu"
,,,,IN,"Data","Age","1","Text","95"
,,,,IN,"Data","Annual Income","1","Text","91414"
,,,,IN,"Data","Loan Amount","1","Text","302.94"
,,,,IN,"Data","Loan Request Date","1","Text","29-Dec-23"
,,,,IN,"Data","Loan Term","1","Text","10"
,,,,IN,"Data","Loan Approved","1","Text",""
,,,,IN,"Data","APR %","1","Text",""
,,,,IN,"Data","Loan ID","1","Text",""
,,,,IN,"Data","loan info","1","Text","9 - is not a valid loan term, selected - 10"
,,,,IN,"Data","Full Data","1","Text","True"
,,,,IN,"Data","User Index","1","Number","2"
,,,,IN,"Data","File Name","1","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","ID","1","Text","KristnostrppData.xlsx - 22.03.2024"
,,,,IN,"Data","Sender Email","1","Text","fvtvlnight@gmail.com"
,,,,OUT,"Item IDs",,,,
,,,,OUT,"Item IDs","Item ID","1","Text","3f0478ad-82d6-425d-a96c-9c4a0717cc6c"
"Input Collection Loop","Loop End","3 of 25","3/22/2024 11:08:57 AM"
"Check Loan Term","Decision","False","3/22/2024 11:08:57 AM"
"Create Quote Case","Multiple Calculation",,"3/22/2024 11:08:57 AM"

,,,,OUT,"step1",,,"Text","Yael Guerra"
,,,,OUT,"step2",,,"Text","erat.semper@google.net"
,,,,OUT,"step3",,,"Text","91"
,,,,OUT,"step4",,,"Text","68730"
,,,,OUT,"step5",,,"Text","4619.69"
,,,,OUT,"step6",,,"Text","12-Jun-24"
,,,,OUT,"step7",,,"Text","10"
,,,,OUT,"step8",,,"Text",""
,,,,OUT,"step9",,,"Text",""
,,,,OUT,"step10",,,"Text",""
,,,,OUT,"step11",,,"Text","9 - is not a valid loan term, selected - 10"
,,,,OUT,"step12",,,"Text","True"
,,,,OUT,"step13",,,"Number","3"
,,,,OUT,"step14",,,"Text","UiBankLoanAppData.xlsx"
,,,,OUT,"step15",,,"Text","Yael erat.ppData.xlsx - 22.03.2024"
,,,,OUT,"step16",,,"Text","fvtvlnight@gmail.com"
"Is Item in queue already?","Action",,"3/22/2024 11:08:57 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Key",,,"Text","Yael erat.ppData.xlsx - 22.03.2024"
,,,,IN,"Include Pending",,,"Flag","True"
,,,,IN,"Include Deferred",,,"Flag","True"
,,,,IN,"Include Completed",,,"Flag","True"
,,,,IN,"Include Terminated",,,"Flag","True"
,,,,OUT,"Result",,,"Flag","False"
,,,,OUT,"Item IDs",,,,
"In Queue?","Decision","False","3/22/2024 11:08:57 AM"
"Add to Queue","Action",,"3/22/2024 11:08:57 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"Data",,,,
,,,,IN,"Tags",,,"Text","UiBankLoanAppData.xlsx"
,,,,IN,"Data","Name","1","Text","Yael Guerra"
,,,,IN,"Data","Email","1","Text","erat.semper@google.net"
,,,,IN,"Data","Age","1","Text","91"
,,,,IN,"Data","Annual Income","1","Text","68730"
,,,,IN,"Data","Loan Amount","1","Text","4619.69"
,,,,IN,"Data","Loan Request Date","1","Text","12-Jun-24"
,,,,IN,"Data","Loan Term","1","Text","10"
,,,,IN,"Data","Loan Approved","1","Text",""
